razor	6.93	0	network_razor_0
rattle	18.74	0	network_rattle_0
house	7.12	29	network_house_29
lip	4.25	19	network_lip_19
have	11.11	32	network_have_32
surrender	20.46	0	network_surrender_0
heavy	15.81	15	network_heavy_15
go away, depart	10.49	26	network_go away, depart_26
brave	16.52	2	network_brave_2
disappear	10.491	16	network_disappear_16
cotton	6.24	7	network_cotton_7
throat	4.29	16	network_throat_16
smell (vb intrans)	15.21	17	network_smell (vb intrans)_17
high	12.31	34	network_high_34
headland, point	1.343	40	network_headland, point_40
regret, be sorry	16.34	9	network_regret, be sorry_9
thunder	1.56	3	network_thunder_3
defend	20.44	14	network_defend_14
peace	20.14	7	network_peace_7
threshing-floor	8.35	0	network_threshing-floor_0
joyful, glad, happy	16.23	0	network_joyful, glad, happy_0
sit	12.13	8	network_sit_8
blue	15.67	14	network_blue_14
headband, headdress	6.78	3	network_headband, headdress_3
cattle (bovine)	3.2	28	network_cattle (bovine)_28
roll	10.15	16	network_roll_16
listen	15.42	21	network_listen_21
destroy	11.27	10	network_destroy_10
rub, wipe	9.31	6	network_rub, wipe_6
twins	2.458	3	network_twins_3
barley	8.44	0	network_barley_0
thigh	4.351	16	network_thigh_16
thick (in dimension)	12.63	13	network_thick (in dimension)_13
grandmother	2.47	22	network_grandmother_22
ten	13.10	0	network_ten_0
fly (vb)	10.37	2	network_fly (vb)_2
bear	3.73	0	network_bear_0
fire	1.81	31	network_fire_31
light (noun)	1.61	36	network_light (noun)_36
nit (louse egg)	3.812	0	network_nit (louse egg)_0
rise	10.21	23	network_rise_23
live, living, life	4.74	17	network_live, living, life_17
no, negative	17.56	7	network_no, negative_7
pour	9.35	14	network_pour_14
head	4.2	41	network_head_41
quiet, silence	15.46	9	network_quiet, silence_9
fireplace	7.31	7	network_fireplace_7
dare	16.51	2	network_dare_2
beech	8.62	0	network_beech_0
chop, hew	9.222	17	network_chop, hew_17
calf of leg	4.352	8	network_calf of leg_8
hear	15.41	23	network_hear_23
beak	4.241	11	network_beak_11
beam	7.55	15	network_beam_15
bean	5.66	0	network_bean_0
pinch	15.712	17	network_pinch_17
sphere, ball	12.83	5	network_sphere, ball_5
you (singular)	2.92	2	network_you (singular)_2
meal, flour	5.55	15	network_meal, flour_15
always	14.31	3	network_always_3
straight	12.73	18	network_straight_18
dig	8.22	12	network_dig_12
field (for cultivation)	8.12	8	network_field (for cultivation)_8
admit, confess	18.33	31	network_admit, confess_31
scrape	5.48	7	network_scrape_7
physician	4.87	0	network_physician_0
body hair	4.144	22	network_body hair_22
king, ruler	19.32	9	network_king, ruler_9
side of head, temple	4.201	0	network_side of head, temple_0
ice	1.77	2	network_ice_2
tax, tribute	11.69	0	network_tax, tribute_0
pitcher, jug	5.34	11	network_pitcher, jug_11
ready	14.29	0	network_ready_0
last, endure	14.252	0	network_last, endure_0
rabbit	3.614	0	network_rabbit_0
lock (noun)	7.23	3	network_lock (noun)_3
swelling	4.853	5	network_swelling_5
limp	10.451	2	network_limp_2
love	16.27	7	network_love_7
conspiracy, plot	19.63	0	network_conspiracy, plot_0
spear	20.26	6	network_spear_6
cure, heal	4.86	11	network_cure, heal_11
stutter, stammer	18.211	0	network_stutter, stammer_0
fine	21.38	2	network_fine_2
find	11.32	37	network_find_37
mother-in-law (of a woman)	2.621	27	network_mother-in-law (of a woman)_27
earn	11.79	32	network_earn_32
cold	15.86	3	network_cold_3
glue	9.56	0	network_glue_0
one	13.1	14	network_one_14
village	19.16	33	network_village_33
father's brother	2.512	20	network_father's brother_20
bead	6.76	12	network_bead_12
send	10.63	26	network_send_26
tribe, clan	19.23	18	network_tribe, clan_18
stretch	9.32	9	network_stretch_9
vegetables	5.65	7	network_vegetables_7
command, order	19.45	12	network_command, order_12
anvil	9.62	0	network_anvil_0
carry-on-head	10.614	25	network_carry-on-head_25
men's house	7.16	0	network_men's house_0
think (= reflect)	17.13	26	network_think (= reflect)_26
cut	9.22	22	network_cut_22
end (temporal)	14.26	27	network_end (temporal)_27
whirlpool	1.362	0	network_whirlpool_0
threaten	18.44	0	network_threaten_0
feather	4.393	25	network_feather_25
hundred	13.105	0	network_hundred_0
parents	2.37	10	network_parents_10
board	7.57	18	network_board_18
married woman	2.39	21	network_married woman_21
wood	1.43	31	network_wood_31
weak	4.82	7	network_weak_7
rug	9.771	6	network_rug_6
inside, in	12.5	10	network_inside, in_10
extinguish	1.861	8	network_extinguish_8
hawk	3.585	3	network_hawk_3
run	10.46	14	network_run_14
itch	4.854	0	network_itch_0
trap (vb)	20.65	44	network_trap (vb)_44
firefly	3.91	0	network_firefly_0
lazy	4.92	5	network_lazy_5
oil	5.79	6	network_oil_6
cut down	9.221	12	network_cut down_12
earthquake	1.45	0	network_earthquake_0
knee	4.36	2	network_knee_2
nose	4.23	7	network_nose_7
yoke	10.78	0	network_yoke_0
sink	10.33	4	network_sink_4
supper	5.45	8	network_supper_8
cold (catarrh)	4.843	3	network_cold (catarrh)_3
strong, mighty, powerful	4.81	12	network_strong, mighty, powerful_12
wrong	16.74	11	network_wrong_11
drip	10.24	12	network_drip_12
tooth	4.27	7	network_tooth_7
come back	10.481	21	network_come back_21
relatives, kinsmen	2.81	18	network_relatives, kinsmen_18
save, rescue	11.25	14	network_save, rescue_14
cow	3.23	33	network_cow_33
six	13.6	0	network_six_0
shine	15.56	21	network_shine_21
Saturday	14.68	0	network_Saturday_0
horn, trumpet	18.73	4	network_horn, trumpet_4
wind, wrap	10.14	25	network_wind, wrap_25
tall	12.58	21	network_tall_21
fermented drink	5.94	8	network_fermented drink_8
green	15.68	16	network_green_16
afternoon	14.451	8	network_afternoon_8
zero, nothing	13.0	5	network_zero, nothing_5
yawn, gape	4.52	0	network_yawn, gape_0
two times	13.38	0	network_two times_0
pig	3.35	26	network_pig_26
fowl	3.5	10	network_fowl_10
spring	14.75	0	network_spring_0
handkerchief, rag	6.81	8	network_handkerchief, rag_8
fence	8.16	5	network_fence_5
comb	6.91	2	network_comb_2
bathe	4.69	6	network_bathe_6
tattoo	6.79	0	network_tattoo_0
rib	4.162	0	network_rib_0
hair (head)	4.14	32	network_hair (head)_32
kidney	4.451	0	network_kidney_0
sausage	5.63	0	network_sausage_0
girl	2.26	32	network_girl_32
potter	9.71	0	network_potter_0
stone, rock	1.44	12	network_stone, rock_12
twist	10.17	27	network_twist_27
pen	18.57	18	network_pen_18
money	11.43	10	network_money_10
sun	1.52	23	network_sun_23
corpse	4.77	14	network_corpse_14
earth, land	1.21	38	network_earth, land_38
shirt	6.44	8	network_shirt_8
shell	3.655	13	network_shell_13
forked branch	8.74	8	network_forked branch_8
again	14.35	7	network_again_7
fishing line	20.53	7	network_fishing line_7
difficult	17.47	14	network_difficult_14
ornament, adornment	6.71	0	network_ornament, adornment_0
divide	12.232	13	network_divide_13
suspect	17.44	15	network_suspect_15
anxiety, worry	16.33	7	network_anxiety, worry_7
breast (of woman)	4.41	5	network_breast (of woman)_5
tree trunk	8.73	30	network_tree trunk_30
jewel	6.72	0	network_jewel_0
hunt	20.61	9	network_hunt_9
shallow	12.68	14	network_shallow_14
north	12.47	2	network_north_2
goiter	4.842	0	network_goiter_0
stir, mix	5.49	9	network_stir, mix_9
people (populace)	19.21	34	network_people (populace)_34
lamp, torch	7.45	24	network_lamp, torch_24
lightning (as striking)	1.57	3	network_lightning (as striking)_3
sail (vb)	10.36	9	network_sail (vb)_9
give back	11.22	14	network_give back_14
trough	7.48	5	network_trough_5
reef	1.342	12	network_reef_12
hut	7.13	12	network_hut_12
spoon	5.37	0	network_spoon_0
woman's dress	6.42	9	network_woman's dress_9
smooth	15.77	18	network_smooth_18
cultivate, till	8.15	21	network_cultivate, till_21
morning	14.44	18	network_morning_18
carry (bear)	10.61	44	network_carry (bear)_44
lie, tell lies	16.67	5	network_lie, tell lies_5
fur	6.28	24	network_fur_24
mother-in-law (of a man)	2.62	31	network_mother-in-law (of a man)_31
shoulder	4.3	29	network_shoulder_29
school	17.28	0	network_school_0
anchor	10.89	0	network_anchor_0
heel	4.372	15	network_heel_15
widow	2.76	2	network_widow_2
stranger	19.55	2	network_stranger_2
seagull	3.582	0	network_seagull_0
sniff	15.212	15	network_sniff_15
grain (barley, oats etc)	8.42	8	network_grain (barley, oats etc)_8
mosquito	3.832	2	network_mosquito_2
learn	17.24	30	network_learn_30
language	18.24	17	network_language_17
centipede	3.814	0	network_centipede_0
bruise	4.852	7	network_bruise_7
rest	4.912	0	network_rest_0
feel	15.72	29	network_feel_29
wasp	3.823	6	network_wasp_6
dust	1.213	28	network_dust_28
Wednesday	14.65	0	network_Wednesday_0
forget	17.32	10	network_forget_10
flay, skin	9.29	15	network_flay, skin_15
danger	16.54	5	network_danger_5
shovel	8.24	8	network_shovel_8
mumble	18.16	2	network_mumble_2
bury (the dead)	4.78	14	network_bury (the dead)_14
cloud	1.73	19	network_cloud_19
before	12.4	11	network_before_11
deny	18.34	7	network_deny_7
spindle	6.32	0	network_spindle_0
store, shop	11.86	2	network_store, shop_2
duck	3.57	0	network_duck_0
wash	9.36	5	network_wash_5
where?	17.66	6	network_where?_6
weather	1.78	27	network_weather_27
adze	9.251	3	network_adze_3
pick up	12.212	53	network_pick up_53
top	12.33	52	network_top_52
firewood	1.88	31	network_firewood_31
grape	5.76	5	network_grape_5
silent (be)	18.23	7	network_silent (be)_7
bring	10.62	39	network_bring_39
right (side)	12.41	15	network_right (side)_15
mold (clay etc)	9.72	21	network_mold (clay etc)_21
calf	3.24	33	network_calf_33
toe	4.38	8	network_toe_8
dear (costly, expensive)	11.88	0	network_dear (costly, expensive)_0
black	15.65	8	network_black_8
light (in color)	15.62	24	network_light (in color)_24
born (to be)	4.72	14	network_born (to be)_14
harbor, port	10.91	0	network_harbor, port_0
person, human being	2.1	35	network_person, human being_35
tail	4.18	0	network_tail_0
snore	4.612	0	network_snore_0
greedy	16.83	2	network_greedy_2
hand	4.33	13	network_hand_13
climb	10.472	21	network_climb_21
price	11.87	5	network_price_5
gulf, bay	1.34	7	network_gulf, bay_7
slave	19.42	4	network_slave_4
obey	19.46	24	network_obey_24
snail	3.94	7	network_snail_7
female (adj)	3.13	32	network_female (adj)_32
collar	6.45	13	network_collar_13
deceit	16.68	8	network_deceit_8
teach	17.25	26	network_teach_26
cough	4.53	0	network_cough_0
eight	13.8	0	network_eight_0
birch	8.63	0	network_birch_0
blame	16.78	12	network_blame_12
broken	9.261	10	network_broken_10
spring, well	1.37	13	network_spring, well_13
citizen, subject	19.37	16	network_citizen, subject_16
flame (noun)	1.82	15	network_flame (noun)_15
bow	20.24	5	network_bow_5
trap (noun)	20.64	24	network_trap (noun)_24
age	14.12	14	network_age_14
proud	16.48	2	network_proud_2
drum	18.72	0	network_drum_0
Friday	14.67	0	network_Friday_0
pity	16.35	9	network_pity_9
yard, court	7.15	8	network_yard, court_8
thing	11.18	17	network_thing_17
strike (hit, beat)	9.21	14	network_strike (hit, beat)_14
or	17.54	0	network_or_0
howl	18.19	8	network_howl_8
ox	3.22	31	network_ox_31
clothing, clothes	6.12	17	network_clothing, clothes_17
father-in-law (of a woman)	2.611	34	network_father-in-law (of a woman)_34
trousers	6.48	0	network_trousers_0
armpit	4.312	0	network_armpit_0
charcoal	1.89	2	network_charcoal_2
intoxicated	4.98	0	network_intoxicated_0
dye	6.39	5	network_dye_5
old man	2.461	14	network_old man_14
lowtide	1.353	0	network_lowtide_0
deep	12.67	18	network_deep_18
horn	4.17	4	network_horn_4
hightide	1.354	2	network_hightide_2
crocodile, alligator	3.97	0	network_crocodile, alligator_0
nut	5.77	8	network_nut_8
cheek	4.208	6	network_cheek_6
immediately	14.19	8	network_immediately_8
canoe	10.831	5	network_canoe_5
idea, notion	17.19	16	network_idea, notion_16
dark (in color)	15.63	8	network_dark (in color)_8
square	12.78	0	network_square_0
saw	9.48	0	network_saw_0
vomit	4.57	0	network_vomit_0
rape	21.44	0	network_rape_0
left (side)	12.42	0	network_left (side)_0
pasture	3.16	14	network_pasture_14
sap	8.76	6	network_sap_6
chin	4.209	5	network_chin_5
time	14.11	27	network_time_27
branch	8.55	10	network_branch_10
honey	5.84	7	network_honey_7
say	18.22	27	network_say_27
whisper	18.15	2	network_whisper_2
bowl	5.33	11	network_bowl_11
cross	12.77	0	network_cross_0
fragrant, good smelling	15.25	14	network_fragrant, good smelling_14
fall	10.23	13	network_fall_13
crooked	12.74	13	network_crooked_13
knead	5.54	6	network_knead_6
leaf	8.56	17	network_leaf_17
floor	7.26	40	network_floor_40
earring	6.77	0	network_earring_0
thief	21.52	2	network_thief_2
testicle	4.49	12	network_testicle_12
male	2.23	46	network_male_46
right, correct	16.73	17	network_right, correct_17
large, big	12.55	22	network_large, big_22
oar	10.85	6	network_oar_6
ask (question, inquire)	18.31	10	network_ask (question, inquire)_10
die, dead	4.75	7	network_die, dead_7
call (=name)	18.42	9	network_call (=name)_9
vulture	3.586	3	network_vulture_3
male (adj)	3.12	42	network_male (adj)_42
borrow	11.62	43	network_borrow_43
garden	8.13	5	network_garden_5
armor (defensive)	20.31	0	network_armor (defensive)_0
fork	8.26	4	network_fork_4
rafter	7.54	10	network_rafter_10
clever	16.84	2	network_clever_2
flee	10.51	7	network_flee_7
eat	5.11	14	network_eat_14
chimney	7.33	4	network_chimney_4
flea	3.813	2	network_flea_2
hole	12.85	11	network_hole_11
ear	4.22	2	network_ear_2
uncle	2.51	35	network_uncle_35
day-before-yesterday	14.491	2	network_day-before-yesterday_2
child	2.27	43	network_child_43
pocket	6.61	0	network_pocket_0
snow (noun)	1.76	2	network_snow (noun)_2
old woman	2.471	15	network_old woman_15
cat	3.62	0	network_cat_0
need, necessity	17.45	5	network_need, necessity_5
button	6.62	6	network_button_6
easy	17.46	4	network_easy_4
towel	6.82	5	network_towel_5
hour	14.51	13	network_hour_13
pay (vb)	11.65	25	network_pay (vb)_25
which?	17.67	6	network_which?_6
prison, jail	21.39	4	network_prison, jail_4
bat	3.591	0	network_bat_0
buttocks	4.464	24	network_buttocks_24
help, aid	19.58	9	network_help, aid_9
word	18.26	17	network_word_17
fortress	20.35	2	network_fortress_2
rope, cord	9.19	7	network_rope, cord_7
tower	20.36	2	network_tower_2
nine	13.9	0	network_nine_0
ugly	16.82	10	network_ugly_10
plant (vb)	8.531	30	network_plant (vb)_30
hollow out	9.461	23	network_hollow out_23
cheap	11.89	4	network_cheap_4
soon	14.331	10	network_soon_10
owe	11.63	4	network_owe_4
older sister	2.454	24	network_older sister_24
float	10.34	15	network_float_15
outrigger	10.832	0	network_outrigger_0
seek, look for	11.31	5	network_seek, look for_5
scar	4.858	7	network_scar_7
tired, weary	4.91	5	network_tired, weary_5
owl	3.596	0	network_owl_0
molartooth	4.272	6	network_molartooth_6
envy, jealousy	16.44	0	network_envy, jealousy_0
tomorrow	14.48	8	network_tomorrow_8
mucus (nasal)	4.232	3	network_mucus (nasal)_3
untie	9.161	14	network_untie_14
boar	3.32	36	network_boar_36
nephew	2.53	53	network_nephew_53
wages	11.78	12	network_wages_12
braid	6.921	15	network_braid_15
sleep	4.61	3	network_sleep_3
brush	6.92	2	network_brush_2
drowned	4.751	4	network_drowned_4
captive, prisoner	20.47	4	network_captive, prisoner_4
mother's brother	2.511	35	network_mother's brother_35
cloak	6.41	12	network_cloak_12
trade, barter	11.83	15	network_trade, barter_15
tell story	18.221	28	network_tell story_28
fan (noun)	9.79	3	network_fan (noun)_3
keep, retain	11.17	44	network_keep, retain_44
skin, hide	4.12	18	network_skin, hide_18
famine	5.141	2	network_famine_2
preserve, look after	11.24	23	network_preserve, look after_23
raft	10.84	5	network_raft_5
east	12.45	0	network_east_0
medicine, drug	4.88	7	network_medicine, drug_7
fish trap	20.55	10	network_fish trap_10
yam	8.912	3	network_yam_3
beer	5.93	5	network_beer_5
sandfly (midge), gnat	3.831	2	network_sandfly (midge), gnat_2
garden-house	7.131	12	network_garden-house_12
forgive	16.69	17	network_forgive_17
soap	6.95	0	network_soap_0
I	2.91	0	network_I_0
parrot	3.592	0	network_parrot_0
nest	3.58	7	network_nest_7
never	14.34	3	network_never_3
crouch	10.413	6	network_crouch_6
mat	9.77	4	network_mat_4
separate	12.23	13	network_separate_13
poor	11.52	3	network_poor_3
finish	14.27	23	network_finish_23
judgment	21.17	6	network_judgment_6
change	12.93	9	network_change_9
pus	4.857	7	network_pus_7
put	12.12	40	network_put_40
row (vb)	10.852	7	network_row (vb)_7
stocking, sock	6.49	3	network_stocking, sock_3
let, permit	19.47	30	network_let, permit_30
acorn	8.66	0	network_acorn_0
nostril	4.231	10	network_nostril_10
insect	3.81	12	network_insect_12
hasten, hurry	14.23	7	network_hasten, hurry_7
surprised, astonished	16.15	5	network_surprised, astonished_5
own, possess	11.12	32	network_own, possess_32
island	1.25	0	network_island_0
study	17.242	23	network_study_23
mainland	1.26	24	network_mainland_24
thread	6.38	7	network_thread_7
stand	12.15	15	network_stand_15
butter	5.89	5	network_butter_5
lead (vb)	10.64	27	network_lead (vb)_27
earlobe	4.221	2	network_earlobe_2
dream	4.62	3	network_dream_3
south	12.48	2	network_south_2
wrinkled	15.89	0	network_wrinkled_0
light (in weight)	15.82	4	network_light (in weight)_4
place	12.11	35	network_place_35
pupil	17.26	22	network_pupil_22
door, gate	7.22	5	network_door, gate_5
citrus fruit	8.83	0	network_citrus fruit_0
ambush	20.49	0	network_ambush_0
bite	4.58	10	network_bite_10
vine	8.67	7	network_vine_7
Thursday	14.66	0	network_Thursday_0
man (vs. woman)	2.21	46	network_man (vs. woman)_46
imitate	17.172	20	network_imitate_20
grasshopper	3.93	0	network_grasshopper_0
old	14.15	7	network_old_7
often	14.32	13	network_often_13
seem	17.18	2	network_seem_2
debt	11.64	9	network_debt_9
father-in-law (of a man)	2.61	35	network_father-in-law (of a man)_35
chew	5.18	6	network_chew_6
coconut	8.82	0	network_coconut_0
because	17.52	13	network_because_13
host	19.57	6	network_host_6
saucer	5.36	11	network_saucer_11
camel	3.78	0	network_camel_0
first	13.34	11	network_first_11
bark	8.75	18	network_bark_18
poncho	6.411	10	network_poncho_10
embrace	16.3	6	network_embrace_6
goose	3.56	0	network_goose_0
sweet	15.35	11	network_sweet_11
fox	3.74	0	network_fox_0
ewe	3.28	31	network_ewe_31
war, battle	20.13	17	network_war, battle_17
cave	1.28	7	network_cave_7
judge (vb)	21.16	7	network_judge (vb)_7
rebuke, scold	18.39	0	network_rebuke, scold_0
knife	5.38	4	network_knife_4
approach	10.56	11	network_approach_11
battle-ax	20.222	3	network_battle-ax_3
weapons, arms	20.21	2	network_weapons, arms_2
boil (vb)	5.22	11	network_boil (vb)_11
shade, shadow	1.63	9	network_shade, shadow_9
pumpkin, squash	8.931	10	network_pumpkin, squash_10
chest	4.4	5	network_chest_5
shout, cry out	18.13	11	network_shout, cry out_11
mute	4.96	0	network_mute_0
club	20.22	22	network_club_22
tool	9.422	3	network_tool_3
louse	3.811	2	network_louse_2
stomach	4.46	11	network_stomach_11
calm (of sea)	1.322	7	network_calm (of sea)_7
flat	12.71	18	network_flat_18
kill	4.76	11	network_kill_11
married man	2.38	33	network_married man_33
furrow	8.212	10	network_furrow_10
press	9.342	15	network_press_15
lizard	3.96	0	network_lizard_0
build	9.44	26	network_build_26
five	13.5	0	network_five_0
noon, midday	14.45	9	network_noon, midday_9
bull	3.21	40	network_bull_40
break	9.26	14	network_break_14
whistle	18.17	0	network_whistle_0
brick	7.62	2	network_brick_2
every, all	13.14	3	network_every, all_3
bed	7.42	5	network_bed_5
milk (vb)	5.87	17	network_milk (vb)_17
servant	19.43	4	network_servant_4
sickle, scythe	8.33	0	network_sickle, scythe_0
ride	10.66	34	network_ride_34
tapioca, manioc, cassava	8.92	0	network_tapioca, manioc, cassava_0
room	7.21	12	network_room_12
sword	20.27	5	network_sword_5
vein, artery	4.151	0	network_vein, artery_0
mother's sister	2.521	28	network_mother's sister_28
offspring (son or daughter)	2.43	48	network_offspring (son or daughter)_48
root	8.54	6	network_root_6
side	12.36	21	network_side_21
perspire	4.55	0	network_perspire_0
stepfather	2.71	21	network_stepfather_21
remember	17.31	32	network_remember_32
hard	15.74	13	network_hard_13
look, look at	15.52	26	network_look, look at_26
fog	1.74	18	network_fog_18
ashes	1.84	22	network_ashes_22
walk	10.45	22	network_walk_22
wall	7.27	4	network_wall_4
good fortune, luck	16.18	0	network_good fortune, luck_0
bait	20.56	9	network_bait_9
livestock	3.15	20	network_livestock_20
gold	9.64	0	network_gold_0
udder	4.42	5	network_udder_5
boy	2.25	42	network_boy_42
netbag	9.78	4	network_netbag_4
go	10.47	32	network_go_32
fishscale	3.653	13	network_fishscale_13
begin, beginning	14.25	8	network_begin, beginning_8
fishnet	20.54	5	network_fishnet_5
laugh	16.25	2	network_laugh_2
spider web	3.819	0	network_spider web_0
lie down	12.14	3	network_lie down_3
Sunday	14.62	23	network_Sunday_23
father	2.35	19	network_father_19
young	14.14	38	network_young_38
have sexual intercourse	4.67	35	network_have sexual intercourse_35
potato	5.7	3	network_potato_3
west	12.46	0	network_west_0
pubic hair	4.145	22	network_pubic hair_22
beverage, drink	5.9	8	network_beverage, drink_8
monkey	3.76	0	network_monkey_0
much, many	13.15	15	network_much, many_15
road	10.71	5	network_road_5
plow	8.21	11	network_plow_11
slow	14.22	10	network_slow_10
join, unite	12.22	15	network_join, unite_15
ass, donkey	3.46	0	network_ass, donkey_0
today	14.47	7	network_today_7
smoke (noun)	1.83	21	network_smoke (noun)_21
bright	15.57	22	network_bright_22
white	15.64	14	network_white_14
hat, cap	6.55	3	network_hat, cap_3
herdsman	3.18	0	network_herdsman_0
under	12.7	21	network_under_21
plain, field	1.23	15	network_plain, field_15
palm tree	8.81	0	network_palm tree_0
window	7.25	4	network_window_4
weigh	11.92	20	network_weigh_20
green, unripe	5.124	28	network_green, unripe_28
carpenter	9.43	0	network_carpenter_0
now	14.18	8	network_now_8
paddle (noun)	10.851	10	network_paddle (noun)_10
heart	4.44	14	network_heart_14
burn (vb intrans)	1.852	7	network_burn (vb intrans)_7
foam	1.324	0	network_foam_0
jaw	4.207	6	network_jaw_6
peel	5.46	9	network_peel_9
week	14.61	8	network_week_8
iron	9.67	3	network_iron_3
yes, affirmative	17.55	0	network_yes, affirmative_0
speak, talk	18.21	24	network_speak, talk_24
footprint	4.374	9	network_footprint_9
copper, bronze	9.66	0	network_copper, bronze_0
carry-in-hand	10.612	32	network_carry-in-hand_32
coin	11.44	6	network_coin_6
understand	17.16	34	network_understand_34
murder	21.42	8	network_murder_8
choke	5.19	4	network_choke_4
cease, stop	14.28	17	network_cease, stop_17
put on (clothes)	6.11	30	network_put on (clothes)_30
navel	4.43	0	network_navel_0
we	2.94	3	network_we_3
explain	17.38	20	network_explain_20
heron	3.583	0	network_heron_0
knot (noun)	9.192	11	network_knot (noun)_11
sister	2.45	27	network_sister_27
loud	15.45	15	network_loud_15
bread	5.51	0	network_bread_0
basket	9.76	0	network_basket_0
brackish	15.39	7	network_brackish_7
harm, injure, damage	11.28	5	network_harm, injure, damage_5
lagoon	1.341	8	network_lagoon_8
seize, grasp	11.14	47	network_seize, grasp_47
nettle	8.97	0	network_nettle_0
swear	21.24	2	network_swear_2
deer	3.75	0	network_deer_0
breathe, breath	4.51	12	network_breathe, breath_12
horse (equine)	3.41	29	network_horse (equine)_29
taste	15.31	19	network_taste_19
line	12.84	7	network_line_7
collarbone	4.302	9	network_collarbone_9
eyelid	4.213	3	network_eyelid_3
beggar	11.53	3	network_beggar_3
beautiful	16.81	18	network_beautiful_18
bridge	10.74	2	network_bridge_2
fin (dorsal)	3.652	13	network_fin (dorsal)_13
skirt	6.46	7	network_skirt_7
arm	4.31	19	network_arm_19
if	17.53	6	network_if_6
